DB 0 MOTIF	MA0051.1	IRF2
  25.0	2	2
  26.0	1	1
  27.0	0.142857	3
  28.0	0	0
  29.0	0	1
  30.0	2	0
  31.0	1	0
  32.0	0	1
  33.0	0	0
  34.0	1	1
  35.0	1	0
  36.0	0	0
  37.0	3	2
  38.0	1	0
  39.0	1	4
  40.0	0	0
  41.0	0	1
  42.0	1	0
  43.0	1	1
  44.0	0	0
  45.0	0	1
  46.0	0	0
  47.0	0	1
  48.0	0	1
  49.0	0	0
  50.0	1	1
  51.0	1	1
  52.0	1.14286	0
  53.0	1	1
  54.0	1	1
  55.0	0	0
  56.0	0	0
  57.0	2	0
  58.0	0	0
  59.0	0	0
  60.0	1	1
  61.0	1	0
  62.0	0	1
  63.0	0	3
  64.0	0	1
  65.0	6	1
  66.0	0	0
  67.0	2	2
  68.0	0	1
  69.0	0	0
  70.0	0	1
  71.0	0	2
  72.0	0	0
  73.0	1	0
  74.0	2	0
  75.0	0	0
  76.0	0.142857	1
  77.0	0	1
  78.0	1	1
  79.0	0	0
  80.0	1	0
  81.0	0	1
  82.0	0	1
  83.0	0	1
  84.0	0	0
  85.0	0	2
  86.0	3	1
  87.0	3	0
  88.0	0	0
  89.0	1	1
  90.0	0	0
  91.0	0	0
  92.0	1	1
  93.0	0	2
  94.0	0	0
  95.0	1	2
  96.0	0	0
DB 0 MOTIF	MA0609.1	Crem
 -95.0	1	1
 -94.0	3	1
 -93.0	1	0
 -92.0	0	3
 -91.0	0	2
 -90.0	0	0
 -89.0	0	2
 -88.0	0	1
 -87.0	0	3
 -86.0	0	0
 -85.0	0	2
 -84.0	1	0
 -83.0	1	0
 -82.0	0	0
 -81.0	0	0
 -80.0	1	2
 -79.0	0	0
 -78.0	0	1
 -77.0	0	1
 -76.0	1	0
 -75.0	0	0
 -74.0	0	1
 -73.0	0	0
 -72.0	0	1
 -71.0	0	1
 -70.0	1	0
 -69.0	1	0
 -68.0	2	0
 -67.0	0	1
 -66.0	1	0
 -65.0	0	0
 -64.0	1	0
 -63.0	0	0
 -62.0	2	0
 -61.0	2	0
 -60.0	1	1
 -59.0	3	1
 -58.0	1	0
 -57.0	1	0
 -56.0	2	0
 -55.0	1	0
 -54.0	2	0
 -53.0	4	0
 -52.0	0	0
 -51.0	0	1
 -50.0	0	0
 -49.0	0	2
 -48.0	0	1
 -47.0	1	0
 -46.0	1	1
 -45.0	0	0
 -44.0	4	1
 -43.0	1	1
 -42.0	0	0
 -41.0	0	0
 -40.0	0	0
 -39.0	0	0
 -38.0	0	2
 -37.0	1	0
 -36.0	0	2
 -35.0	1	1
 -34.0	0	0
 -33.0	0	0
 -32.0	0	0
 -31.0	0	0
 -30.0	0	0
 -29.0	1	1
 -28.0	0	0
 -27.0	0	1
 -26.0	2	0
 -25.0	1	0
 -24.0	1	0
 -23.0	0	0
 -22.0	1	0
 -21.0	0	0
 -20.0	0	0
 -19.0	1	2
 -18.0	1	0
 -17.0	0	0
 -16.0	0	0
 -15.0	0	0
 -14.0	1	0
 -13.0	0	0
 -12.0	0	0
 -11.0	0	0
 -10.0	0	0
  -9.0	0	0
  -8.0	0	0
  -7.0	0	0
  -6.0	0	2
  -5.0	0	0
  -4.0	0	0
  -3.0	0	0
  -2.0	0	0
  -1.0	0	0
   0.0	0	0
   1.0	0	0
   2.0	0	0
   3.0	0	0
   4.0	0	0
   5.0	0	0
   6.0	1	0
   7.0	0	0
   8.0	0	0
   9.0	0	1
  10.0	0	0
  11.0	0	1
  12.0	0	0
  13.0	0	0
  14.0	0	0
  15.0	0	0
  16.0	0	1
  17.0	0	1
  18.0	0	0
  19.0	0	0
  20.0	0	1
  21.0	0	0
  22.0	0	0
  23.0	0	0
  24.0	0	0
  25.0	0	0
  26.0	1	0
  27.0	0	0
  28.0	0	0
  29.0	0	0
  30.0	0	0
  31.0	0	0
  32.0	0	0
  33.0	0	1
  34.0	3	0
  35.0	0	0
  36.0	0	0
  37.0	0	0
  38.0	0	1
  39.0	1	0
  40.0	0	0
  41.0	0	0
  42.0	0	0
  43.0	1	0
  44.0	0	0
  45.0	0	0
  46.0	0	0
  47.0	0	0
  48.0	0	0
  49.0	0	1
  50.0	0	0
  51.0	0	0
  52.0	0	0
  53.0	0	0
  54.0	0	0
  55.0	0	1
  56.0	0	0
  57.0	0	1
  58.0	0	0
  59.0	0	0
  60.0	0	0
  61.0	0	0
  62.0	0	0
  63.0	0	0
  64.0	0	0
  65.0	0	1
  66.0	0	0
  67.0	0	1
  68.0	1	0
  69.0	0	0
  70.0	0	0
  71.0	0	0
  72.0	0	1
  73.0	0	0
  74.0	0	0
  75.0	1	0
  76.0	0	0
  77.0	0	0
  78.0	0	0
  79.0	0	0
  80.0	0	0
  81.0	1	0
  82.0	0	0
  83.0	0	0
  84.0	0	0
  85.0	0	0
  86.0	0	0
  87.0	1	0
  88.0	0	0
  89.0	0	0
  90.0	1	0
  91.0	0	0
  92.0	0	0
  93.0	0	0
  94.0	0	0
  95.0	0	0
DB 0 MOTIF	MA0615.1	Gmeb1
 -91.5	2	1
 -90.5	1	1
 -89.5	2	3
 -88.5	2	1
 -87.5	1	2
 -86.5	3	2
 -85.5	4	4
 -84.5	0	2
 -83.5	0	4
 -82.5	2	1
 -81.5	1	2
 -80.5	1	1
 -79.5	0	0
 -78.5	1	4
 -77.5	4	2
 -76.5	1	2
 -75.5	1	2
 -74.5	1	3
 -73.5	1	1
 -72.5	0	2
 -71.5	0	2
 -70.5	1	2
 -69.5	1	3
 -68.5	3	4
 -67.5	3	0
 -66.5	1	2
 -65.5	1	1
 -64.5	2	0
 -63.5	1	0
 -62.5	2	1
 -61.5	1	2
 -60.5	1	0
 -59.5	3	1
 -58.5	3	1
 -57.5	3	3
 -56.5	3	4
 -55.5	3	0
 -54.5	6	0
 -53.5	2	2
 -52.5	5	1
 -51.5	5	1
 -50.5	1	0
 -49.5	0	2
 -48.5	0	1
 -47.5	0	1
 -46.5	0	4
 -45.5	3	2
 -44.5	3	1
 -43.5	2	1
 -42.5	4	5
 -41.5	1	1
 -40.5	0	2
 -39.5	1	1
 -38.5	1	3
 -37.5	2	3
 -36.5	0	4
 -35.5	1	1
 -34.5	2	3
 -33.5	1	2
 -32.5	1	1
 -31.5	1	2
 -30.5	0	1
 -29.5	2	2
 -28.5	2	3
 -27.5	2	2
 -26.5	4	1
 -25.5	1	1
 -24.5	4	0
 -23.5	1	0
 -22.5	2	1
 -21.5	3	2
 -20.5	2	2
 -19.5	1	1
 -18.5	0	6
 -17.5	3	2
 -16.5	4	1
 -15.5	0	0
 -14.5	0	2
 -13.5	0	0
 -12.5	2	2
 -11.5	2	0
 -10.5	0	2
  -9.5	1	2
  -8.5	2	2
  -7.5	0	1
  -6.5	2	1
  -5.5	1	1
  -4.5	0	5
  -3.5	2	1
  -2.5	1	0
  -1.5	3	1
  -0.5	1	2
   0.5	0	1
   1.5	2	3
   2.5	0	1
   3.5	1	4
   4.5	0	0
   5.5	2	1
   6.5	1	0
   7.5	1	0
   8.5	1	1
   9.5	0	0
  10.5	1	4
  11.5	2	1
  12.5	0	1
  13.5	3	2
  14.5	0	0
  15.5	0	0
  16.5	2	2
  17.5	0	1
  18.5	1	2
  19.5	0	0
  20.5	0	0
  21.5	3	3
  22.5	0	2
  23.5	0	0
  24.5	0	1
  25.5	1	2
  26.5	0	0
  27.5	1	2
  28.5	2	0
  29.5	3	2
  30.5	2	0
  31.5	2	0
  32.5	0	3
  33.5	2	2
  34.5	2	1
  35.5	3	2
  36.5	1	0
  37.5	1	3
  38.5	0	1
  39.5	0	0
  40.5	0	1
  41.5	1	0
  42.5	2	1
  43.5	0	1
  44.5	0	3
  45.5	1	0
  46.5	0	0
  47.5	0	1
  48.5	0	0
  49.5	1	1
  50.5	0	1
  51.5	0	2
  52.5	2	0
  53.5	0	2
  54.5	0	0
  55.5	0	3
  56.5	2	1
  57.5	0	0
  58.5	1	0
  59.5	1	1
  60.5	0	0
  61.5	0	2
  62.5	1	2
  63.5	0	0
  64.5	2	0
  65.5	0	0
  66.5	0	1
  67.5	4	0
  68.5	0	1
  69.5	0	1
  70.5	1	1
  71.5	0	1
  72.5	1	1
  73.5	1	1
  74.5	2	0
  75.5	2	0
  76.5	0	0
  77.5	0	2
  78.5	1	1
  79.5	1	0
  80.5	1	2
  81.5	0	1
  82.5	2	1
  83.5	1	0
  84.5	3	0
  85.5	1	1
  86.5	1	2
  87.5	0	1
  88.5	1	0
  89.5	1	0
  90.5	3	1
  91.5	4	0
DB 0 MOTIF	MA0629.1	Rhox11
 -91.5	0	1
 -90.5	3	0
 -89.5	0	0
 -88.5	1	2
 -87.5	1	2
 -86.5	1	1
 -85.5	3	0
 -84.5	1	0
 -83.5	2	1
 -82.5	1	0
 -81.5	0	1
 -80.5	2	1
 -79.5	3	1
 -78.5	3	2
 -77.5	0	3
 -76.5	2	1
 -75.5	1	3
 -74.5	1	2
 -73.5	0	0
 -72.5	1	0
 -71.5	0	0
 -70.5	1	0
 -69.5	0	4
 -68.5	1	0
 -67.5	2	1
 -66.5	3	1
 -65.5	0	0
 -64.5	2	2
 -63.5	1	1
 -62.5	0	0
 -61.5	2	2
 -60.5	1	1
 -59.5	1	0
 -58.5	0	0
 -57.5	0	4
 -56.5	2	0
 -55.5	0	0
 -54.5	1	1
 -53.5	0	0
 -52.5	0	1
 -51.5	3	0
 -50.5	4	0
 -49.5	2	2
 -48.5	3	0
 -47.5	0	0
 -46.5	0	1
 -45.5	0	5
 -44.5	1	1
 -43.5	1	1
 -42.5	2	0
 -41.5	0	0
 -40.5	1	0
 -39.5	2	2
 -38.5	2	1
 -37.5	1	1
 -36.5	3	2
 -35.5	1	2
 -34.5	0	1
 -33.5	2	1
 -32.5	1	0
 -31.5	1	2
 -30.5	7	6
 -29.5	2	3
 -28.5	4	2
 -27.5	7	3
 -26.5	3	1
 -25.5	1	1
 -24.5	0	1
 -23.5	2	1
 -22.5	2	0
 -21.5	0	0
 -20.5	0	1
 -19.5	0	0
 -18.5	0	2
 -17.5	0	2
 -16.5	0	0
 -15.5	0	1
 -14.5	1	3
 -13.5	0	0
 -12.5	0	0
 -11.5	0	1
 -10.5	0	2
  -9.5	0	0
  -8.5	0	0
  -7.5	4	1
  -6.5	3	0
  -5.5	1	0
  -4.5	2	1
  -3.5	2	0
  -2.5	2	0
  -1.5	1	2
  -0.5	1	2
   0.5	0	0
   1.5	1	7
   2.5	0	0
   3.5	0	0
   4.5	1	2
   5.5	1	0
   6.5	0	0
   7.5	0	0
   8.5	2	2
   9.5	0	1
  10.5	2	1
  11.5	1	0
  12.5	1	1
  13.5	3	0
  14.5	1	1
  15.5	0	0
  16.5	0	0
  17.5	1	1
  18.5	2	0
  19.5	2	1
  20.5	0	1
  21.5	1	2
  22.5	1	0
  23.5	0	0
  24.5	0	1
  25.5	0	0
  26.5	1	0
  27.5	0	0
  28.5	0	0
  29.5	0	1
  30.5	2	2
  31.5	3	0
  32.5	1	0
  33.5	3	1
  34.5	0	2
  35.5	1	1
  36.5	1	1
  37.5	4	2
  38.5	3	3
  39.5	1	2
  40.5	2	1
  41.5	0	1
  42.5	0	0
  43.5	2	2
  44.5	1	1
  45.5	2	0
  46.5	3	0
  47.5	0	0
  48.5	3	0
  49.5	1	0
  50.5	1	0
  51.5	3	1
  52.5	1	0
  53.5	1	0
  54.5	0	0
  55.5	0	1
  56.5	0	2
  57.5	5	3
  58.5	1	1
  59.5	0	1
  60.5	2	2
  61.5	3	2
  62.5	1	0
  63.5	3	0
  64.5	1	0
  65.5	1	1
  66.5	1	0
  67.5	0	2
  68.5	2	1
  69.5	0	2
  70.5	2	1
  71.5	0	3
  72.5	2	3
  73.5	0	1
  74.5	3	1
  75.5	2	2
  76.5	5	2
  77.5	1	4
  78.5	2	3
  79.5	2	1
  80.5	0	4
  81.5	2	1
  82.5	2	3
  83.5	2	2
  84.5	2	4
  85.5	0	3
  86.5	6	1
  87.5	2	0
  88.5	0	1
  89.5	0	2
  90.5	1	5
  91.5	2	1
DB 0 MOTIF	MA0635.1	BARHL2
 -95.0	2	4
 -94.0	5	2
 -93.0	5	4
 -92.0	4	4
 -91.0	3	2
 -90.0	4	5
 -89.0	6.5	5
 -88.0	5	6
 -87.0	2	3
 -86.0	2	2
 -85.0	1	1
 -84.0	0	3
 -83.0	4	7
 -82.0	7	3
 -81.0	1	2
 -80.0	0	0
 -79.0	2	9
 -78.0	1	3
 -77.0	0	4
 -76.0	1	2
 -75.0	2	1
 -74.0	1	2
 -73.0	3	2
 -72.0	3	3
 -71.0	1	3
 -70.0	1	1
 -69.0	2	3
 -68.0	1	0
 -67.0	1	3
 -66.0	2	2
 -65.0	1	2
 -64.0	2.5	1
 -63.0	3	7.5
 -62.0	1	1
 -61.0	1	3
 -60.0	2	1
 -59.0	3	3
 -58.0	2	1
 -57.0	1.5	1
 -56.0	2	4
 -55.0	2	2
 -54.0	1	6
 -53.0	0	1
 -52.0	1	0
 -51.0	3	1
 -50.0	2	3
 -49.0	2	1
 -48.0	6	2
 -47.0	1	1
 -46.0	0	2
 -45.0	1	0
 -44.0	1	3
 -43.0	1	0
 -42.0	2	3
 -41.0	1	0
 -40.0	2	2
 -39.0	5	0
 -38.0	0	0
 -37.0	1	1
 -36.0	1	6
 -35.0	2	2
 -34.0	4	2
 -33.0	1	1
 -32.0	1	1
 -31.0	1	0
 -30.0	2	1
 -29.0	0	1
 -28.0	1	1
 -27.0	4	3
 -26.0	3	5
 -25.0	6	11
 -24.0	12	5.5
 -23.0	12	4
 -22.0	8	2
 -21.0	2	3
 -20.0	2	0
 -19.0	1	2
 -18.0	0	3
 -17.0	1	1
 -16.0	4	0
 -15.0	1	2
 -14.0	5	1
 -13.0	1	4
 -12.0	3	2
 -11.0	4	0
 -10.0	0	2
  -9.0	1	0
  -8.0	3	0
  -7.0	0	1
  -6.0	1	1
  -5.0	2	3
  -4.0	4	5
  -3.0	1	1
  -2.0	1	0
  -1.0	3	2
   0.0	0	1
   1.0	0	0
   2.0	1	1
   3.0	1	2
   4.0	0	0
   5.0	1	1
   6.0	5	3
   7.0	1	0
   8.0	1	3
   9.0	1	3
  10.0	2	3
  11.0	2	0
  12.0	1	0
  13.0	4	0
  14.0	3	3
  15.0	3	3
  16.0	0	1
  17.0	1	0
  18.0	0	0
  19.0	1	1
  20.0	1	0
  21.0	0	1
  22.0	1	1
  23.0	0	4
  24.0	1	2
  25.0	1	5
  26.0	5	1
  27.0	2	1
  28.0	0	4
  29.0	2	1
  30.0	2	3
  31.0	0	1
  32.0	2	2
  33.0	1	1
  34.0	1	1
  35.0	1	2
  36.0	1	2
  37.0	0	4
  38.0	2	0
  39.0	4	3
  40.0	1	3
  41.0	5	1
  42.0	2	5
  43.0	1	2
  44.0	3	0
  45.0	3	3
  46.0	1	1
  47.0	0	0
  48.0	2	0
  49.0	0.5	1
  50.0	3	2
  51.0	0	3
  52.0	1	2
  53.0	0	2
  54.0	3	6
  55.0	1	1
  56.0	0	2
  57.0	3	4
  58.0	4	1
  59.0	0	3
  60.0	3	5
  61.0	1	4
  62.0	4	0
  63.0	3	2
  64.0	1	2
  65.0	2	2
  66.0	0	3
  67.0	1	4
  68.0	1	3
  69.0	3	4
  70.0	1	3
  71.0	1	4
  72.0	1	4
  73.0	4	5
  74.0	4	1
  75.0	3	1
  76.0	3	2
  77.0	2	1
  78.0	2	3
  79.0	3	1
  80.0	0	0
  81.0	1	1
  82.0	4	3
  83.0	2	4
  84.0	4	2
  85.0	2	4
  86.0	1	2
  87.0	3	2
  88.0	3	3
  89.0	5	2
  90.0	2	3
  91.0	2	3
  92.0	2	0
  93.0	1	2
  94.0	1	4
  95.0	6	0
DB 0 MOTIF	MA0598.2	EHF
 -94.0	1	2
 -93.0	0	1
 -92.0	2	3
 -91.0	0	1
 -90.0	4	0
 -89.0	1	0
 -88.0	0	0
 -87.0	0	1
 -86.0	1	5
 -85.0	1	1
 -84.0	2	2
 -83.0	0	0
 -82.0	1	1
 -81.0	0	0
 -80.0	0	2
 -79.0	2	1
 -78.0	2	1
 -77.0	3	0
 -76.0	1	0
 -75.0	0	1
 -74.0	3	3
 -73.0	5	1
 -72.0	3	0
 -71.0	0	2
 -70.0	0	0
 -69.0	1	1
 -68.0	3	1
 -67.0	4	2
 -66.0	3	3
 -65.0	1	1
 -64.0	1	1
 -63.0	1	0
 -62.0	3	6
 -61.0	1	1
 -60.0	1	1
 -59.0	3	0
 -58.0	1	1
 -57.0	0	1
 -56.0	0	1
 -55.0	0	1
 -54.0	0	0
 -53.0	1	2
 -52.0	0	1
 -51.0	1	3
 -50.0	1	1
 -49.0	2	3
 -48.0	0	1
 -47.0	2	0
 -46.0	0	3
 -45.0	0	2
 -44.0	4	1
 -43.0	4	2
 -42.0	4	1
 -41.0	1	2
 -40.0	2	1
 -39.0	0	1
 -38.0	2	1
 -37.0	3	1
 -36.0	0	2
 -35.0	1	1
 -34.0	2	0
 -33.0	1	2
 -32.0	2	0
 -31.0	1	0
 -30.0	0	1
 -29.0	0	0
 -28.0	1	1
 -27.0	0	1
 -26.0	0	2
 -25.0	0	1
 -24.0	0	0
 -23.0	0	0
 -22.0	2	0
 -21.0	0	0
 -20.0	0	1
 -19.0	0	0
 -18.0	0	0
 -17.0	0	1
 -16.0	0	1
 -15.0	1	1
 -14.0	1	0
 -13.0	1	1
 -12.0	0	0
 -11.0	0	0
 -10.0	0	2
  -9.0	0	0
  -8.0	0	0
  -7.0	1	0
  -6.0	1	0
  -5.0	1	2
  -4.0	0	1
  -3.0	0	0
  -2.0	0	1
  -1.0	2	0
   0.0	0	1
   1.0	1	2
   2.0	5	0
   3.0	2	0
   4.0	0	0
   5.0	0	0
   6.0	1	3
   7.0	1	1
   8.0	1	1
   9.0	0	0
  10.0	0	0
  11.0	0	1
  12.0	1	1
  13.0	0	1
  14.0	0	0
  15.0	0	1
  16.0	0	0
  17.0	2	2
  18.0	3	0
  19.0	2	1
  20.0	0	2
  21.0	0	1
  22.0	0	0
  23.0	1	2
  24.0	3	3
  25.0	2	0
  26.0	1	0
  27.0	1	0
  28.0	1	0
  29.0	2	3
  30.0	0	0
  31.0	2	0
  32.0	1	0
  33.0	2	1
  34.0	0	0
  35.0	1	3
  36.0	0	0
  37.0	2	0
  38.0	3	3
  39.0	2	0
  40.0	1	1
  41.0	0	0
  42.0	0	0
  43.0	2	0
  44.0	1	0
  45.0	2	0
  46.0	0	0
  47.0	0	1
  48.0	0	5
  49.0	0	1
  50.0	0	1
  51.0	3	0
  52.0	1	1
  53.0	0	0
  54.0	0	3
  55.0	1	0
  56.0	0	2
  57.0	0	0
  58.0	1	0
  59.0	1	0
  60.0	0	0
  61.0	0	0
  62.0	0	0
  63.0	1	0
  64.0	0	0
  65.0	0	1
  66.0	0	3
  67.0	1	1
  68.0	0	0
  69.0	0	0
  70.0	0	0
  71.0	0	0
  72.0	4	3
  73.0	0	1
  74.0	0	0
  75.0	0	1
  76.0	1	0
  77.0	0	0
  78.0	1	0
  79.0	0	0
  80.0	0	1
  81.0	0	1
  82.0	1	1
  83.0	0	0
  84.0	0	1
  85.0	1	0
  86.0	2	2
  87.0	1	0
  88.0	0	1
  89.0	0	0
  90.0	0	1
  91.0	0	0
  92.0	1	0
  93.0	2	0
  94.0	0	1
DB 0 MOTIF	MA0644.1	ESX1
 -95.0	3	0
 -94.0	5	3
 -93.0	4	0
 -92.0	3	2
 -91.0	2	0
 -90.0	2	6
 -89.0	5	6
 -88.0	1	2
 -87.0	3	1
 -86.0	4	3
 -85.0	2	1
 -84.0	0	2
 -83.0	5	5
 -82.0	1	2
 -81.0	4	0
 -80.0	2	2
 -79.0	4	2
 -78.0	1	5
 -77.0	2	6
 -76.0	3	2
 -75.0	2	0
 -74.0	1	3
 -73.0	5	5
 -72.0	1	5
 -71.0	2	3
 -70.0	4	4
 -69.0	2	3
 -68.0	1	1
 -67.0	2	1
 -66.0	0	1
 -65.0	1	1
 -64.0	3	1
 -63.0	1	4
 -62.0	3	3
 -61.0	3	0
 -60.0	2	5
 -59.0	4	3
 -58.0	3	6
 -57.0	4	4
 -56.0	3	3
 -55.0	5	2
 -54.0	2	2
 -53.0	2	5
 -52.0	4	5
 -51.0	3	0
 -50.0	4	6
 -49.0	0	4
 -48.0	5	1
 -47.0	2	2
 -46.0	3	2
 -45.0	1	1
 -44.0	5	2
 -43.0	1	1
 -42.0	4	2
 -41.0	0	4
 -40.0	2	3
 -39.0	2	2
 -38.0	0	5
 -37.0	6	0
 -36.0	2	1
 -35.0	0	3
 -34.0	2	1
 -33.0	1	4
 -32.0	1	1
 -31.0	2	5
 -30.0	8	1
 -29.0	1	3
 -28.0	6	6
 -27.0	10	4
 -26.0	12	3
 -25.0	5	2
 -24.0	2	7
 -23.0	3	4
 -22.0	3	1
 -21.0	3	3
 -20.0	0	0
 -19.0	4	4
 -18.0	1	2
 -17.0	4	0
 -16.0	3	0
 -15.0	6	2
 -14.0	1	3
 -13.0	4	2
 -12.0	1	2
 -11.0	4	3
 -10.0	0	1
  -9.0	1	2
  -8.0	0	2
  -7.0	1	1
  -6.0	1	6
  -5.0	0	1
  -4.0	2	0
  -3.0	3	2
  -2.0	1	1
  -1.0	4	7
   0.0	0	1
   1.0	0	1
   2.0	7	5
   3.0	5	6
   4.0	0	0
   5.0	4	1
   6.0	5	6
   7.0	1	2
   8.0	1	5
   9.0	1	6
  10.0	3	3
  11.0	2	2
  12.0	3	3
  13.0	2	1
  14.0	0	3
  15.0	0	1
  16.0	4	1
  17.0	3	2
  18.0	3	1
  19.0	2	2
  20.0	1	1
  21.0	3	3
  22.0	0	2
  23.0	2	3
  24.0	2	2
  25.0	1	0
  26.0	3	1
  27.0	0	4
  28.0	3	0
  29.0	2	0
  30.0	4	2
  31.0	0	0
  32.0	2	0
  33.0	0	2
  34.0	2	1
  35.0	2	2
  36.0	1	4
  37.0	2	0
  38.0	3	1
  39.0	2	2
  40.0	1	1
  41.0	4	2
  42.0	3	2
  43.0	0	2
  44.0	3	0
  45.0	0	2
  46.0	2	1
  47.0	1	1
  48.0	1	2
  49.0	0	0
  50.0	2	1
  51.0	0	3
  52.0	0	1
  53.0	0	3
  54.0	0	3
  55.0	4	3
  56.0	5	3
  57.0	1	4
  58.0	6	7
  59.0	1	1
  60.0	0	0
  61.0	1	2
  62.0	5	3
  63.0	3	3
  64.0	2	4
  65.0	3	2
  66.0	1	1
  67.0	2	3
  68.0	1	2
  69.0	4	5
  70.0	2	2
  71.0	6	3
  72.0	2	3
  73.0	2	4
  74.0	1	9
  75.0	3	1
  76.0	0	1
  77.0	3	1
  78.0	0	1
  79.0	5	2
  80.0	4	5
  81.0	1	1
  82.0	4	2
  83.0	5	3
  84.0	1	3
  85.0	3	3
  86.0	1	2
  87.0	1	5
  88.0	5	2
  89.0	7	3
  90.0	7	6
  91.0	6	6.5
  92.0	1	7
  93.0	2	7
  94.0	6	2
  95.0	1	2.5
DB 0 MOTIF	MA0042.2	FOXI1
 -96.5	4	1
 -95.5	1	3
 -94.5	3	2
 -93.5	3	2
 -92.5	0	0
 -91.5	4	1
 -90.5	1	2
 -89.5	2.5	2
 -88.5	2	5
 -87.5	4.5	0
 -86.5	2	1
 -85.5	0	2
 -84.5	1	3
 -83.5	1	4
 -82.5	1	2
 -81.5	2	0
 -80.5	1	2
 -79.5	1	0
 -78.5	1	2
 -77.5	1	2.5
 -76.5	3	0
 -75.5	3	0
 -74.5	4	1
 -73.5	0	0.5
 -72.5	1	1
 -71.5	3	1
 -70.5	1	1
 -69.5	0	1.5
 -68.5	1	4
 -67.5	0	0
 -66.5	0	3
 -65.5	1	0
 -64.5	0	0
 -63.5	0	1
 -62.5	0	1
 -61.5	1	1
 -60.5	0	2
 -59.5	0	2
 -58.5	2	1
 -57.5	0	0
 -56.5	1	1
 -55.5	1	4
 -54.5	1	0
 -53.5	2	0
 -52.5	0	1
 -51.5	2	0
 -50.5	1	2
 -49.5	1	5
 -48.5	0	0
 -47.5	1	2
 -46.5	2	2
 -45.5	0	1
 -44.5	3.5	1
 -43.5	1	2
 -42.5	1.5	1
 -41.5	0	1
 -40.5	1	1
 -39.5	1	1
 -38.5	0	0
 -37.5	0	0
 -36.5	1	0
 -35.5	0	2
 -34.5	1	2
 -33.5	1	1
 -32.5	2	3
 -31.5	0	0
 -30.5	1	1
 -29.5	0	1
 -28.5	0	1
 -27.5	7	0
 -26.5	2	1
 -25.5	4	3
 -24.5	5	4
 -23.5	5	1
 -22.5	2	2
 -21.5	4	0.5
 -20.5	2	0
 -19.5	4	0
 -18.5	0	4
 -17.5	2	0
 -16.5	1	2
 -15.5	0	1
 -14.5	0	0.5
 -13.5	1	1
 -12.5	1	0
 -11.5	0	0
 -10.5	1	0.5
  -9.5	1	1
  -8.5	0	0
  -7.5	0	0
  -6.5	0	0
  -5.5	2	1
  -4.5	0	2
  -3.5	0	0
  -2.5	0	0
  -1.5	2	2
  -0.5	0	0
   0.5	0	0
   1.5	1	0
   2.5	1	4
   3.5	0	1
   4.5	2	1
   5.5	3	0
   6.5	0	1
   7.5	1	1
   8.5	1	4
   9.5	2	2
  10.5	0	2
  11.5	2	0
  12.5	1	0
  13.5	1	2
  14.5	1	3
  15.5	1	0
  16.5	0	0
  17.5	0	0
  18.5	1	1
  19.5	0	0
  20.5	1	0
  21.5	0	1
  22.5	0	1
  23.5	1	0
  24.5	1	3
  25.5	0	0
  26.5	3	3
  27.5	1	1
  28.5	0	2
  29.5	0	4
  30.5	1	1
  31.5	3	0
  32.5	3	1
  33.5	1	0
  34.5	1	4
  35.5	0	0
  36.5	0	2
  37.5	1	0
  38.5	1	0
  39.5	0	0
  40.5	1	1
  41.5	0	3
  42.5	1	0
  43.5	2	1
  44.5	0	1
  45.5	1	0
  46.5	1	1
  47.5	1	1
  48.5	1	1
  49.5	0	1
  50.5	2	0
  51.5	0	0
  52.5	2	1
  53.5	1	1
  54.5	4	0
  55.5	2	1
  56.5	1	1
  57.5	1	0
  58.5	3	4
  59.5	2	2
  60.5	0	0
  61.5	0	0
  62.5	3	0
  63.5	0	2
  64.5	2	1
  65.5	1	1
  66.5	0.5	1
  67.5	1	1
  68.5	1	4
  69.5	0	3
  70.5	1.5	3.5
  71.5	0	0
  72.5	0	0
  73.5	0	0
  74.5	2	0
  75.5	3	2
  76.5	5	1
  77.5	2	2
  78.5	0	1
  79.5	1	4
  80.5	0	2
  81.5	0	0
  82.5	1	1
  83.5	2	1
  84.5	0	2
  85.5	1	2
  86.5	0.5	1.5
  87.5	1	4
  88.5	1	1
  89.5	1	2
  90.5	2	0
  91.5	1	2
  92.5	1	1
  93.5	1	2
  94.5	2	3
  95.5	1.5	0
  96.5	1	4
DB 0 MOTIF	MA0033.2	FOXL1
 -96.5	1	3
 -95.5	0	2
 -94.5	1	2
 -93.5	2	4
 -92.5	2	1
 -91.5	2	1
 -90.5	2	2
 -89.5	3	2
 -88.5	1	6
 -87.5	4	0
 -86.5	4	4
 -85.5	0	3
 -84.5	2	1
 -83.5	4	3
 -82.5	2	0
 -81.5	1	0
 -80.5	0	3
 -79.5	2	3
 -78.5	1	2
 -77.5	2	2.5
 -76.5	3	1
 -75.5	3	0
 -74.5	4	1
 -73.5	0	2.5
 -72.5	1	0
 -71.5	0	1
 -70.5	0	1
 -69.5	1	0.5
 -68.5	0	4
 -67.5	0	1
 -66.5	4	0
 -65.5	1	1
 -64.5	1	1
 -63.5	0	2
 -62.5	1	0
 -61.5	1	2
 -60.5	0	3
 -59.5	0	1
 -58.5	1	1
 -57.5	0	1
 -56.5	3	1
 -55.5	3	5
 -54.5	0	2
 -53.5	3	2
 -52.5	0	1
 -51.5	1	1
 -50.5	1	2
 -49.5	1	3
 -48.5	0	0
 -47.5	2	0
